no,year,period,day,season,channel,channel_optional,program,begin,end
35075,2014-2015,Saturday morning,,Spring 2015,"Fox
(Xploration Station)",,Xploration Outer Space,10:30 AM,11:00 AM
35076,2014-2015,Saturday morning,,Spring 2015,"Fox
(Xploration Station)",,Xploration Earth 2050,11:00 AM,11:30 AM
35077,2014-2015,Saturday morning,,Spring 2015,"Fox
(Xploration Station)",,Xploration Animal Science,11:30 AM,12:00 PM
35078,2014-2015,Saturday morning,,Spring 2015,"Fox
(Xploration Station)",,Local programming,12:00 PM,*12:30 PM
35079,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,Weekend Today,7:00 AM,9:00 AM
35080,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,Local programming,9:00 AM,10:00 AM
35081,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,"Astroblast/Ruff-Ruff, Tweet and Dave (7/4)",10:00 AM,10:30 AM
35082,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,The Chica Show/Astroblast (7/4),10:30 AM,11:00 AM
35083,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,Tree Fu Tom/Earth to Luna! (4/11),11:00 AM,11:30 AM
35084,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,LazyTown,11:30 AM,12:00 PM
35085,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,Poppy Cat,12:00 PM,12:30 PM
35086,2014-2015,Saturday morning,,Spring 2015,"NBC
(NBC Kids)",,Noodle and Doodle/Tree Fu Tom (7/4),12:30 PM,*12:30 PM
35087,2015-2016,prime time,Sunday,Fall,ABC,,America's Funniest Home Videos (#91 - 5.28 million),7:00 PM,8:00 PM
35088,2015-2016,prime time,Sunday,Fall,ABC,,Once Upon a Time (#69 - 6.32 million),8:00 PM,9:00 PM
35089,2015-2016,prime time,Sunday,Fall,ABC,,Blood & Oil (#78 - 5.74 million),9:00 PM,10:00 PM
35090,2015-2016,prime time,Sunday,Fall,ABC,,Quantico (#55 - 8.05 million),10:00 PM,*10:30 PM
35091,2015-2016,prime time,Sunday,Winter,ABC,,America's Funniest Home Videos (#91 - 5.28 million),7:00 PM,8:00 PM
35092,2015-2016,prime time,Sunday,Winter,ABC,,Galavant (#136 - 3.15 million),8:00 PM,9:00 PM
35093,2015-2016,prime time,Sunday,Winter,ABC,,Encore programming,9:00 PM,*10:30 PM
35094,2015-2016,prime time,Sunday,Spring,ABC,,America's Funniest Home Videos (#91 - 5.28 million),7:00 PM,8:00 PM
35095,2015-2016,prime time,Sunday,Spring,ABC,,Once Upon a Time (#69 - 6.32 million),8:00 PM,9:00 PM
35096,2015-2016,prime time,Sunday,Spring,ABC,,The Family (#104 - 4.72 million),9:00 PM,10:00 PM
35097,2015-2016,prime time,Sunday,Spring,ABC,,Quantico (#55 - 8.05 million),10:00 PM,*10:30 PM
35098,2015-2016,prime time,Sunday,Summer,ABC,,America's Funniest Home Videos (#91 - 5.28 million),7:00 PM,8:00 PM
35099,2015-2016,prime time,Sunday,Summer,ABC,,Celebrity Family Feud,8:00 PM,9:00 PM
35100,2015-2016,prime time,Sunday,Summer,ABC,,"The $100,000 Pyramid",9:00 PM,10:00 PM
35101,2015-2016,prime time,Sunday,Summer,ABC,,Match Game,10:00 PM,*10:30 PM
35102,2015-2016,prime time,Sunday,Fall,CBS,,60 Minutes (#15 - 12.30 million),7:00 PM,8:00 PM
35103,2015-2016,prime time,Sunday,Fall,CBS,,Madam Secretary (#14 - 12.39 million),8:00 PM,9:00 PM
35104,2015-2016,prime time,Sunday,Fall,CBS,,The Good Wife (#27 - 10.85 million),9:00 PM,10:00 PM
35105,2015-2016,prime time,Sunday,Fall,CBS,,CSI: Cyber (#50 - 8.50 million),10:00 PM,*10:30 PM
35106,2015-2016,prime time,Sunday,,CBS,Follow-up,60 Minutes (#15 - 12.30 million),7:00 PM,8:00 PM
35107,2015-2016,prime time,Sunday,,CBS,Follow-up,Undercover Boss (#61 - 7.19 million),8:00 PM,9:00 PM
35108,2015-2016,prime time,Sunday,,CBS,Follow-up,The Good Wife (#27 - 10.85 million),9:00 PM,10:00 PM
35109,2015-2016,prime time,Sunday,,CBS,Follow-up,CSI: Cyber (#50 - 8.50 million),10:00 PM,*10:30 PM
35110,2015-2016,prime time,Sunday,Winter,CBS,,60 Minutes (#15 - 12.30 million),7:00 PM,8:00 PM
35111,2015-2016,prime time,Sunday,Winter,CBS,,Madam Secretary (#14 - 12.39 million),8:00 PM,9:00 PM
35112,2015-2016,prime time,Sunday,Winter,CBS,,The Good Wife (#27 - 10.85 million),9:00 PM,10:00 PM
35113,2015-2016,prime time,Sunday,Winter,CBS,,CSI: Cyber (#50 - 8.50 million),10:00 PM,*10:30 PM
35114,2015-2016,prime time,Sunday,Spring,CBS,,60 Minutes (#15 - 12.30 million),7:00 PM,8:00 PM
35115,2015-2016,prime time,Sunday,Spring,CBS,,Madam Secretary (#14 - 12.39 million),8:00 PM,9:00 PM
35116,2015-2016,prime time,Sunday,Spring,CBS,,The Good Wife (#27 - 10.85 million),9:00 PM,10:00 PM
35117,2015-2016,prime time,Sunday,Spring,CBS,,Elementary (#43 - 9.14 million),10:00 PM,*10:30 PM
35119,2015-2016,prime time,Sunday,,CBS,Follow-up,Madam Secretary (#14 - 12.39 million),8:00 PM,9:00 PM
35120,2015-2016,prime time,Sunday,,CBS,Follow-up,Undercover Boss (#61 - 7.19 million),9:00 PM,10:00 PM
35121,2015-2016,prime time,Sunday,,CBS,Follow-up,Elementary (#43 - 9.14 million),10:00 PM,*10:30 PM
35122,2015-2016,prime time,Sunday,Summer,CBS,,60 Minutes (#15 - 12.30 million),7:00 PM,8:00 PM
35123,2015-2016,prime time,Sunday,Summer,CBS,,Big Brother,8:00 PM,9:00 PM
35124,2015-2016,prime time,Sunday,Summer,CBS,,Madam Secretary (R),9:00 PM,10:00 PM
35125,2015-2016,prime time,Sunday,Summer,CBS,,Elementary (#43 - 9.14 million),10:00 PM,*10:30 PM
35127,2015-2016,prime time,Sunday,,CBS,Follow-up,Big Brother,8:00 PM,9:00 PM
35128,2015-2016,prime time,Sunday,,CBS,Follow-up,Madam Secretary (R),9:00 PM,10:00 PM
35129,2015-2016,prime time,Sunday,,CBS,Follow-up,BrainDead,10:00 PM,*10:30 PM
35130,2015-2016,prime time,Sunday,Fall,Fox,,NFL on Fox (#11 - 12.77 million),7:00 PM,7:30 PM
35131,2015-2016,prime time,Sunday,Fall,Fox,,Bob's Burgers (#144 - 2.90 million),7:30 PM,8:00 PM
35132,2015-2016,prime time,Sunday,Fall,Fox,,The Simpsons (#102 - 4.75 million),8:00 PM,8:30 PM
35133,2015-2016,prime time,Sunday,Fall,Fox,,Brooklyn Nine-Nine (#118 - 3.98 million),8:30 PM,9:00 PM
35134,2015-2016,prime time,Sunday,Fall,Fox,,Family Guy (#111 - 4.28 million),9:00 PM,9:30 PM
35135,2015-2016,prime time,Sunday,Fall,Fox,,The Last Man On Earth (#114 - 4.23 million),9:30 PM,10:00 PM
35136,2015-2016,prime time,Sunday,Fall,Fox,,Local programming,10:00 PM,*10:30 PM
35137,2015-2016,prime time,Sunday,Winter,Fox,,The Simpsons (#151 - 2.64 million) (R),7:00 PM,7:30 PM
35138,2015-2016,prime time,Sunday,Winter,Fox,,Bob's Burgers (#144 - 2.90 million),7:30 PM,8:00 PM
35139,2015-2016,prime time,Sunday,Winter,Fox,,The Simpsons (#102 - 4.75 million),8:00 PM,8:30 PM
35140,2015-2016,prime time,Sunday,Winter,Fox,,Cooper Barrett's Guide to Surviving Life (#157 - 2.28 million),8:30 PM,9:00 PM
35141,2015-2016,prime time,Sunday,Winter,Fox,,Family Guy (#111 - 4.28 million),9:00 PM,9:30 PM
35142,2015-2016,prime time,Sunday,Winter,Fox,,Bordertown (#167 - 1.86 million),9:30 PM,10:00 PM
35143,2015-2016,prime time,Sunday,Winter,Fox,,Local programming,10:00 PM,*10:30 PM
35144,2015-2016,prime time,Sunday,Spring,Fox,,Bordertown (#167 - 1.86 million),7:00 PM,7:30 PM
35145,2015-2016,prime time,Sunday,Spring,Fox,,Bob's Burgers (#144 - 2.90 million),7:30 PM,8:00 PM
35146,2015-2016,prime time,Sunday,Spring,Fox,,The Simpsons (#102 - 4.75 million),8:00 PM,8:30 PM
35147,2015-2016,prime time,Sunday,Spring,Fox,,Cooper Barrett's Guide to Surviving Life (#157 - 2.28 million),8:30 PM,9:00 PM
35148,2015-2016,prime time,Sunday,Spring,Fox,,Family Guy (#111 - 4.28 million),9:00 PM,9:30 PM
35149,2015-2016,prime time,Sunday,Spring,Fox,,The Last Man On Earth (#114 - 4.23 million),9:30 PM,10:00 PM
35150,2015-2016,prime time,Sunday,Spring,Fox,,Local programming,10:00 PM,*10:30 PM
35151,2015-2016,prime time,Sunday,,Fox,Follow-up,Bordertown (#167 - 1.86 million),7:00 PM,7:30 PM
35152,2015-2016,prime time,Sunday,,Fox,Follow-up,Cooper Barrett's Guide to Surviving Life (#157 - 2.28 million),7:30 PM,8:00 PM
35153,2015-2016,prime time,Sunday,,Fox,Follow-up,The Simpsons (#102 - 4.75 million),8:00 PM,8:30 PM
35154,2015-2016,prime time,Sunday,,Fox,Follow-up,Bob's Burgers (#144 - 2.90 million),8:30 PM,9:00 PM
35155,2015-2016,prime time,Sunday,,Fox,Follow-up,Family Guy (#111 - 4.28 million),9:00 PM,9:30 PM
35156,2015-2016,prime time,Sunday,,Fox,Follow-up,The Last Man On Earth (#114 - 4.23 million),9:30 PM,10:00 PM
35157,2015-2016,prime time,Sunday,,Fox,Follow-up,Local programming,10:00 PM,*10:30 PM
35159,2015-2016,prime time,Sunday,,Fox,Follow-up,The Simpsons (#151 - 2.64 million) (R),7:30 PM,8:00 PM
35165,2015-2016,prime time,Sunday,Summer,Fox,,The Simpsons (R),7:00 PM,7:30 PM
35166,2015-2016,prime time,Sunday,Summer,Fox,,Bob's Burgers (R),7:30 PM,8:00 PM
35167,2015-2016,prime time,Sunday,Summer,Fox,,The Simpsons (#102 - 4.75 million),8:00 PM,8:30 PM
35168,2015-2016,prime time,Sunday,Summer,Fox,,Brooklyn Nine-Nine (R),8:30 PM,9:00 PM
35169,2015-2016,prime time,Sunday,Summer,Fox,,Family Guy (#111 - 4.28 million),9:00 PM,9:30 PM
35170,2015-2016,prime time,Sunday,Summer,Fox,,The Last Man On Earth (#114 - 4.23 million),9:30 PM,10:00 PM
35171,2015-2016,prime time,Sunday,Summer,Fox,,Local programming,10:00 PM,*10:30 PM
35172,2015-2016,prime time,Sunday,Fall,NBC,,Football Night in America (#18 - 11.65 million),7:00 PM,8:30 PM
35173,2015-2016,prime time,Sunday,Fall,NBC,,NBC Sunday Night Football (#1 - 21.39 million/continued to game completion),8:30 PM,*10:30 PM
35174,2015-2016,prime time,Sunday,Winter,NBC,,Dateline NBC (#79 - 5.74 million),7:00 PM,8:00 PM
35175,2015-2016,prime time,Sunday,Winter,NBC,,Encore programming,8:00 PM,*10:30 PM
35176,2015-2016,prime time,Sunday,Spring,NBC,,Little Big Shots (#82 - 5.60 million) (R),7:00 PM,8:00 PM
35177,2015-2016,prime time,Sunday,Spring,NBC,,Little Big Shots (#13 - 12.40 million),8:00 PM,9:00 PM
35178,2015-2016,prime time,Sunday,Spring,NBC,,The Carmichael Show (#100 - 4.76 million),9:00 PM,9:30 PM
35179,2015-2016,prime time,Sunday,Spring,NBC,,Crowded (#121 - 3.87 million),9:30 PM,10:00 PM
35180,2015-2016,prime time,Sunday,Spring,NBC,,Hollywood Game Night (#115 - 4.20 million),10:00 PM,*10:30 PM
35181,2015-2016,prime time,Sunday,,NBC,Follow-up,Little Big Shots (#82 - 5.60 million) (R),7:00 PM,8:00 PM
35182,2015-2016,prime time,Sunday,,NBC,Follow-up,Little Big Shots (#13 - 12.40 million),8:00 PM,9:00 PM
35183,2015-2016,prime time,Sunday,,NBC,Follow-up,The Carmichael Show (#100 - 4.76 million),9:00 PM,9:30 PM
35184,2015-2016,prime time,Sunday,,NBC,Follow-up,Crowded (#121 - 3.87 million),9:30 PM,10:00 PM
35185,2015-2016,prime time,Sunday,,NBC,Follow-up,Dateline NBC (#79 - 5.74 million),10:00 PM,*10:30 PM
35186,2015-2016,prime time,Sunday,,NBC,Follow-up,Dateline: On Assignment (#117 - 4.03 million),7:00 PM,8:00 PM
35191,2015-2016,prime time,Sunday,Summer,NBC,,Encore programming,7:00 PM,*10:30 PM
35192,2015-2016,prime time,Monday,Fall,ABC,,Dancing with the Stars (#8 - 13.44 million),8:00 PM,10:00 PM
35193,2015-2016,prime time,Monday,Fall,ABC,,Castle (#44 - 9.10 million),10:00 PM,*10:30 PM
35194,2015-2016,prime time,Monday,,ABC,Follow-up,The Great Christmas Light Fight,8:00 PM,10:00 PM
35195,2015-2016,prime time,Monday,,ABC,Follow-up,The Great Holiday Baking Show (#97 - 4.87 million),10:00 PM,*10:30 PM
35196,2015-2016,prime time,Monday,Winter,ABC,,The Bachelor (#41 - 9.53 million),8:00 PM,10:00 PM
35197,2015-2016,prime time,Monday,Winter,ABC,,Bachelor Live (#105 - 4.63 million),10:00 PM,*10:30 PM
35198,2015-2016,prime time,Monday,,ABC,Follow-up,The Bachelor (#41 - 9.53 million),8:00 PM,10:00 PM
35199,2015-2016,prime time,Monday,,ABC,Follow-up,Castle (#44 - 9.10 million),10:00 PM,*10:30 PM
35200,2015-2016,prime time,Monday,Spring,ABC,,Dancing with the Stars (#8 - 13.44 million),8:00 PM,10:00 PM
35201,2015-2016,prime time,Monday,Spring,ABC,,Castle (#44 - 9.10 million),10:00 PM,*10:30 PM
35202,2015-2016,prime time,Monday,Summer,ABC,,The Bachelorette (#65 - 6.63 million),8:00 PM,10:00 PM
35203,2015-2016,prime time,Monday,Summer,ABC,,Mistresses,10:00 PM,*10:30 PM
35204,2015-2016,prime time,Monday,,ABC,Follow-up,Bachelor in Paradise,8:00 PM,10:00 PM
35205,2015-2016,prime time,Monday,,ABC,Follow-up,Mistresses,10:00 PM,*10:30 PM
35206,2015-2016,prime time,Monday,Fall,CBS,,The Big Bang Theory (#2 - 20.36 million),8:00 PM,8:30 PM
35207,2015-2016,prime time,Monday,Fall,CBS,,Life in Pieces (#30 - 10.53 million),8:30 PM,9:00 PM
35208,2015-2016,prime time,Monday,Fall,CBS,,Scorpion (#17 - 12.05 million),9:00 PM,10:00 PM
35209,2015-2016,prime time,Monday,Fall,CBS,,NCIS: Los Angeles (#24 - 11.11 million),10:00 PM,*10:30 PM
35210,2015-2016,prime time,Monday,,CBS,Follow-up,Supergirl (#39 - 9.81 million),8:00 PM,9:00 PM
35211,2015-2016,prime time,Monday,,CBS,Follow-up,Scorpion (#17 - 12.05 million),9:00 PM,10:00 PM
35212,2015-2016,prime time,Monday,,CBS,Follow-up,NCIS: Los Angeles (#24 - 11.11 million),10:00 PM,*10:30 PM
35213,2015-2016,prime time,Monday,Spring,CBS,,Mike & Molly (#51 - 8.46 million),8:00 PM,9:00 PM
35214,2015-2016,prime time,Monday,Spring,CBS,,The Big Bang Theory (R),9:00 PM,9:30 PM
35215,2015-2016,prime time,Monday,Spring,CBS,,The Odd Couple (#49 - 8.57 million),9:30 PM,10:00 PM
35216,2015-2016,prime time,Monday,Spring,CBS,,Person of Interest (#59 - 7.34 million),10:00 PM,*10:30 PM
35217,2015-2016,prime time,Monday,Summer,CBS,,Mom (R),8:00 PM,8:30 PM
35218,2015-2016,prime time,Monday,Summer,CBS,,2 Broke Girls (R),8:30 PM,9:00 PM
35219,2015-2016,prime time,Monday,Summer,CBS,,Scorpion (R),9:00 PM,10:00 PM
35220,2015-2016,prime time,Monday,Summer,CBS,,BrainDead,10:00 PM,*10:30 PM
35221,2015-2016,prime time,Monday,,CBS,Follow-up,Mom (R),8:00 PM,8:30 PM
35222,2015-2016,prime time,Monday,,CBS,Follow-up,2 Broke Girls (R),8:30 PM,9:00 PM
35223,2015-2016,prime time,Monday,,CBS,Follow-up,Mom (R),9:00 PM,9:30 PM
35224,2015-2016,prime time,Monday,,CBS,Follow-up,The Odd Couple (R),9:30 PM,10:00 PM
35225,2015-2016,prime time,Monday,,CBS,Follow-up,Scorpion (R),10:00 PM,*10:30 PM
35226,2015-2016,prime time,Monday,Fall,The CW,,Crazy Ex-Girlfriend (#195 - 1.03 million),8:00 PM,9:00 PM
35227,2015-2016,prime time,Monday,Fall,The CW,,Jane the Virgin (#180 - 1.48 million),9:00 PM,10:00 PM
35228,2015-2016,prime time,Monday,Fall,The CW,,Local programming,10:00 PM,*10:30 PM
35229,2015-2016,prime time,Monday,Spring,The CW,,Reign (#186 - 1.38 million),8:00 PM,9:00 PM
35230,2015-2016,prime time,Monday,Spring,The CW,,Jane the Virgin (#180 - 1.48 million),9:00 PM,10:00 PM
35231,2015-2016,prime time,Monday,Spring,The CW,,Local programming,10:00 PM,*10:30 PM
35232,2015-2016,prime time,Monday,,The CW,Follow-up,Reign (#186 - 1.38 million),8:00 PM,9:00 PM
35233,2015-2016,prime time,Monday,,The CW,Follow-up,Whose Line is it Anyway? (#188 - 1.36 million),9:00 PM,9:30 PM
35234,2015-2016,prime time,Monday,,The CW,Follow-up,Whose Line is it Anyway? (R),9:30 PM,10:00 PM
35235,2015-2016,prime time,Monday,,The CW,Follow-up,Local programming,10:00 PM,*10:30 PM
35236,2015-2016,prime time,Monday,Summer,The CW,,Supergirl (R),8:00 PM,10:00 PM
35237,2015-2016,prime time,Monday,Summer,The CW,,Local programming,10:00 PM,*10:30 PM
35238,2015-2016,prime time,Monday,Fall,Fox,,Gotham (#89 - 5.37 million),8:00 PM,9:00 PM
35239,2015-2016,prime time,Monday,Fall,Fox,,Minority Report (#132 - 3.28 million),9:00 PM,10:00 PM
35240,2015-2016,prime time,Monday,Fall,Fox,,Local programming,10:00 PM,*10:30 PM
35241,2015-2016,prime time,Monday,Winter,Fox,,The X-Files (#7 - 13.60 million),8:00 PM,9:00 PM
35242,2015-2016,prime time,Monday,Winter,Fox,,Lucifer (#62 - 7.17 million),9:00 PM,10:00 PM
35243,2015-2016,prime time,Monday,Winter,Fox,,Local programming,10:00 PM,*10:30 PM
35244,2015-2016,prime time,Monday,,Fox,Follow-up,Gotham (#89 - 5.37 million),8:00 PM,9:00 PM
35245,2015-2016,prime time,Monday,,Fox,Follow-up,Lucifer (#62 - 7.17 million),9:00 PM,10:00 PM
35246,2015-2016,prime time,Monday,,Fox,Follow-up,Local programming,10:00 PM,*10:30 PM
35247,2015-2016,prime time,Monday,Spring,Fox,,Gotham (#89 - 5.37 million),8:00 PM,9:00 PM
35248,2015-2016,prime time,Monday,Spring,Fox,,Houdini & Doyle (#148 - 2.72 million),9:00 PM,10:00 PM
35249,2015-2016,prime time,Monday,Spring,Fox,,Local programming,10:00 PM,*10:30 PM
35250,2015-2016,prime time,Monday,Summer,Fox,,So You Think You Can Dance,8:00 PM,9:00 PM
35251,2015-2016,prime time,Monday,Summer,Fox,,Houdini & Doyle (#148 - 2.72 million),9:00 PM,10:00 PM
35252,2015-2016,prime time,Monday,Summer,Fox,,Local programming,10:00 PM,*10:30 PM
35253,2015-2016,prime time,Monday,,Fox,Follow-up,So You Think You Can Dance,8:00 PM,10:00 PM
35255,2015-2016,prime time,Monday,Fall,NBC,,The Voice (#9 - 13.33 million),8:00 PM,10:00 PM
35256,2015-2016,prime time,Monday,Fall,NBC,,Blindspot (#28 - 10.78 million),10:00 PM,*10:30 PM
35257,2015-2016,prime time,Monday,Winter,NBC,,Superstore (#66 - 6.59 million),8:00 PM,8:30 PM
35258,2015-2016,prime time,Monday,Winter,NBC,,Telenovela (#108 - 4.40 million),8:30 PM,9:00 PM
35259,2015-2016,prime time,Monday,Winter,NBC,,The Biggest Loser: Temptation Nation (#101 - 4.75 million),9:00 PM,*10:30 PM
35260,2015-2016,prime time,Monday,Spring,NBC,,The Voice (#9 - 13.33 million),8:00 PM,10:00 PM
35261,2015-2016,prime time,Monday,Spring,NBC,,Blindspot (#28 - 10.78 million),10:00 PM,*10:30 PM
35262,2015-2016,prime time,Monday,Summer,NBC,,American Ninja Warrior,8:00 PM,10:00 PM
35263,2015-2016,prime time,Monday,Summer,NBC,,Spartan: Ultimate Team Challenge,10:00 PM,*10:30 PM
35264,2015-2016,prime time,Monday,,NBC,Follow-up,American Ninja Warrior,8:00 PM,10:00 PM
35265,2015-2016,prime time,Monday,,NBC,Follow-up,Running Wild with Bear Grylls,10:00 PM,*10:30 PM
35266,2015-2016,prime time,Tuesday,Fall,ABC,,The Muppets (#90 - 5.33 million),8:00 PM,8:30 PM
35267,2015-2016,prime time,Tuesday,Fall,ABC,,Fresh Off the Boat (#86 - 5.49 million),8:30 PM,9:00 PM
35268,2015-2016,prime time,Tuesday,Fall,ABC,,Agents of S.H.I.E.L.D. (#85 - 5.52 million),9:00 PM,10:00 PM
35269,2015-2016,prime time,Tuesday,Fall,ABC,,Encore programming,10:00 PM,*10:30 PM
35270,2015-2016,prime time,Tuesday,,ABC,Follow-up,The Muppets (#90 - 5.33 million),8:00 PM,8:30 PM
35271,2015-2016,prime time,Tuesday,,ABC,Follow-up,Fresh Off the Boat (#86 - 5.49 million),8:30 PM,9:00 PM
35272,2015-2016,prime time,Tuesday,,ABC,Follow-up,Agents of S.H.I.E.L.D. (#85 - 5.52 million),9:00 PM,10:00 PM
35273,2015-2016,prime time,Tuesday,,ABC,Follow-up,Wicked City (#123 - 3.79 million),10:00 PM,*10:30 PM
35277,2015-2016,prime time,Tuesday,,ABC,Follow-up,Encore programming,10:00 PM,*10:30 PM
35278,2015-2016,prime time,Tuesday,Winter,ABC,,Fresh Off the Boat (#86 - 5.49 million),8:00 PM,8:30 PM
35279,2015-2016,prime time,Tuesday,Winter,ABC,,The Muppets (#90 - 5.33 million),8:30 PM,9:00 PM
35280,2015-2016,prime time,Tuesday,Winter,ABC,,Agent Carter (#109 - 4.37 million),9:00 PM,10:00 PM
35281,2015-2016,prime time,Tuesday,Winter,ABC,,Primetime: What Would You Do?,10:00 PM,*10:30 PM
35282,2015-2016,prime time,Tuesday,Spring,ABC,,Fresh Off the Boat (#86 - 5.49 million),8:00 PM,8:30 PM
35283,2015-2016,prime time,Tuesday,Spring,ABC,,The Real O'Neals (#106 - 4.46 million),8:30 PM,9:00 PM
35284,2015-2016,prime time,Tuesday,Spring,ABC,,Agents of S.H.I.E.L.D. (#85 - 5.52 million),9:00 PM,10:00 PM
35285,2015-2016,prime time,Tuesday,Spring,ABC,,Of Kings and Prophets (#110 - 4.36 million),10:00 PM,*10:30 PM
35286,2015-2016,prime time,Tuesday,,ABC,Follow-up,Fresh Off the Boat (#86 - 5.49 million),8:00 PM,8:30 PM
35287,2015-2016,prime time,Tuesday,,ABC,Follow-up,The Real O'Neals (#106 - 4.46 million),8:30 PM,9:00 PM
35289,2015-2016,prime time,Tuesday,,ABC,Follow-up,Beyond the Tank (#131 - 3.43 million),10:00 PM,*10:30 PM
35290,2015-2016,prime time,Tuesday,Summer,ABC,,The Middle (R),8:00 PM,8:30 PM
35291,2015-2016,prime time,Tuesday,Summer,ABC,,Black-ish (R),8:30 PM,9:00 PM
35292,2015-2016,prime time,Tuesday,Summer,ABC,,Uncle Buck,9:00 PM,10:00 PM
35293,2015-2016,prime time,Tuesday,Summer,ABC,,To Tell the Truth,10:00 PM,*10:30 PM
35294,2015-2016,prime time,Tuesday,,ABC,Follow-up,Bachelor in Paradise,8:00 PM,9:00 PM
35295,2015-2016,prime time,Tuesday,,ABC,Follow-up,Bachelor in Paradise: After Paradise,9:00 PM,10:00 PM
35296,2015-2016,prime time,Tuesday,,ABC,Follow-up,The Middle (R),10:00 PM,10:30 PM
35297,2015-2016,prime time,Tuesday,,ABC,Follow-up,Fresh Off the Boat (R),10:30 PM,*10:30 PM
35298,2015-2016,prime time,Tuesday,,ABC,Follow-up,The Middle (R),8:00 PM,9:00 PM
35299,2015-2016,prime time,Tuesday,,ABC,Follow-up,Fresh Off the Boat (R),9:00 PM,9:30 PM
35300,2015-2016,prime time,Tuesday,,ABC,Follow-up,The Real O'Neals (R),9:30 PM,10:00 PM
35303,2015-2016,prime time,Tuesday,Fall,CBS,,NCIS (#3 - 20.19 million),8:00 PM,9:00 PM
35304,2015-2016,prime time,Tuesday,Fall,CBS,,NCIS: New Orleans (#6 - 14.75 million),9:00 PM,10:00 PM
35305,2015-2016,prime time,Tuesday,Fall,CBS,,Limitless (#38 - 9.82 million),10:00 PM,*10:30 PM
35306,2015-2016,prime time,Tuesday,Spring,CBS,,NCIS (#3 - 20.19 million),8:00 PM,9:00 PM
35307,2015-2016,prime time,Tuesday,Spring,CBS,,NCIS: New Orleans (#6 - 14.75 million),9:00 PM,10:00 PM
35308,2015-2016,prime time,Tuesday,Spring,CBS,,Person of Interest (#59 - 7.34 million),10:00 PM,*10:30 PM
35309,2015-2016,prime time,Tuesday,Summer,CBS,,NCIS (#3 - 20.19 million),8:00 PM,9:00 PM
35310,2015-2016,prime time,Tuesday,Summer,CBS,,Zoo,9:00 PM,10:00 PM
35311,2015-2016,prime time,Tuesday,Summer,CBS,,NCIS: New Orleans (R),10:00 PM,*10:30 PM
35312,2015-2016,prime time,Tuesday,Fall,The CW,,The Flash (#112 - 4.25 million),8:00 PM,9:00 PM
35313,2015-2016,prime time,Tuesday,Fall,The CW,,iZombie (#174 - 1.68 million),9:00 PM,10:00 PM
35314,2015-2016,prime time,Tuesday,Fall,The CW,,Local programming,10:00 PM,*10:30 PM
35315,2015-2016,prime time,Tuesday,Spring,The CW,,The Flash (#112 - 4.25 million),8:00 PM,9:00 PM
35316,2015-2016,prime time,Tuesday,Spring,The CW,,Containment (#170 - 1.82 million),9:00 PM,10:00 PM
35317,2015-2016,prime time,Tuesday,Spring,The CW,,Local programming,10:00 PM,*10:30 PM
35318,2015-2016,prime time,Tuesday,Summer,The CW,,Whose Line Is It Anyway?,8:00 PM,8:30 PM
35319,2015-2016,prime time,Tuesday,Summer,The CW,,Whose Line Is It Anyway? (R),8:30 PM,9:00 PM
35320,2015-2016,prime time,Tuesday,Summer,The CW,,Mad TV,9:00 PM,10:00 PM
35321,2015-2016,prime time,Tuesday,Summer,The CW,,Local programming,10:00 PM,*10:30 PM
35322,2015-2016,prime time,Tuesday,Fall,Fox,,Grandfathered (#127 - 3.61 million),8:00 PM,8:30 PM
35323,2015-2016,prime time,Tuesday,Fall,Fox,,The Grinder (#139 - 3.04 million),8:30 PM,9:00 PM
35324,2015-2016,prime time,Tuesday,Fall,Fox,,Scream Queens (#103 - 4.72 million),9:00 PM,10:00 PM
35325,2015-2016,prime time,Tuesday,Fall,Fox,,Local programming,10:00 PM,*10:30 PM
35326,2015-2016,prime time,Tuesday,Winter,Fox,,New Girl (#125 - 3.70 million),8:00 PM,8:30 PM
35327,2015-2016,prime time,Tuesday,Winter,Fox,,Grandfathered (#127 - 3.61 million),8:30 PM,9:00 PM
35328,2015-2016,prime time,Tuesday,Winter,Fox,,Brooklyn Nine-Nine (#118 - 3.98 million),9:00 PM,9:30 PM
35329,2015-2016,prime time,Tuesday,Winter,Fox,,The Grinder (#139 - 3.04 million),9:30 PM,10:00 PM
35330,2015-2016,prime time,Tuesday,Winter,Fox,,Local programming,10:00 PM,*10:30 PM
35331,2015-2016,prime time,Tuesday,Summer,Fox,,Hotel Hell (#153 - 2.51 million),8:00 PM,9:00 PM
35332,2015-2016,prime time,Tuesday,Summer,Fox,,Coupled (#179 - 1.49 million),9:00 PM,10:00 PM
35333,2015-2016,prime time,Tuesday,Summer,Fox,,Local programming,10:00 PM,*10:30 PM
35334,2015-2016,prime time,Tuesday,Fall,NBC,,The Voice (#12 - 12.62 million),8:00 PM,10:00 PM
